,location,total_sqft,bath,price,bhk,encoded_loc
4645,Thanisandra,1185.0,2,44.0,2,209
4646,Electronics City Phase 1,1190.0,2,68.0,2,76
4647,Whitefield,2856.0,5,158.5,4,224
4648,Whitefield,1355.0,2,73.0,2,224
4649,KR Puram,1200.0,1,65.0,2,115
4650,Kundalahalli,7000.0,4,550.0,4,150
4651,Yelahanka New Town,500.0,2,24.0,1,227
4652,Bommasandra Industrial Area,1250.0,3,50.0,3,49
4653,Uttarahalli,1480.0,2,58.0,3,216
4654,KR Puram,1583.0,0,70.445,3,115
4655,others,1206.0,2,53.0,2,230
4656,Hosakerehalli,925.0,2,46.5,2,102
4657,8th Phase JP Nagar,909.0,2,40.9,2,7
4658,Brookefield,1100.0,2,55.0,2,51
4659,Raja Rajeshwari Nagar,1306.0,2,44.17,2,184
4660,Kalena Agrahara,610.0,1,39.0,1,121
4661,Yelahanka,1484.0,2,56.4,3,226
4662,Ramamurthy Nagar,1125.0,2,47.0,2,188
4663,Whitefield,2882.0,5,158.0,4,224
4664,Kundalahalli,2075.0,3,115.0,3,150
4665,others,1250.0,2,58.0,2,230
4666,Horamavu Banaswadi,1272.0,2,51.5,2,99
4667,others,625.0,2,24.0,2,230
4668,1st Phase JP Nagar,840.0,2,50.0,1,1
4669,Hennur Road,2502.0,4,180.0,4,96
4670,Rayasandra,583.0,1,26.9,1,189
4671,others,900.0,2,27.0,2,230
4672,Kanakapura,2200.0,3,121.0,3,126
4673,Whitefield,750.0,1,51.0,1,224
4674,Marathahalli,1600.0,3,58.0,3,161
4675,Chikkalasandra,1365.0,2,49.0,3,59
4676,others,1300.0,3,64.0,3,230
4677,others,1200.0,1,69.0,1,230
4678,Vishwapriya Layout,1250.0,3,38.0,3,222
4679,Kaggadasapura,1500.0,3,75.0,3,118
4680,Banashankari Stage V,1510.0,3,47.57,3,29
4681,7th Phase JP Nagar,1187.0,2,59.0,2,6
4682,Kundalahalli,1120.0,2,53.76,2,150
4683,Whitefield,1115.0,2,34.555,2,224
4684,others,1717.0,3,99.0,3,230
4685,others,2099.0,3,95.0,3,230
4686,Kasturi Nagar,1100.0,2,58.0,2,131
4687,others,1200.0,1,48.0,1,230
4688,Bannerghatta Road,1465.0,2,45.87,3,34
4689,Kothanur,1500.0,1,75.0,1,146
4690,Haralur Road,1255.0,2,90.0,3,90
4691,5th Phase JP Nagar,1220.0,2,88.0,2,4
4692,Sultan Palaya,1765.0,3,80.0,3,206
4693,Bellandur,1281.0,2,87.0,2,40
4694,Kaggadasapura,1215.0,2,43.0,2,118
4695,Mysore Road,1237.0,2,73.0,2,166
4696,Lakshminarayana Pura,1300.0,2,70.0,2,153
4697,Whitefield,1105.0,2,39.99,2,224
4698,Hebbal Kempapura,3900.0,5,310.0,4,93
4699,Banashankari,1186.0,2,65.0,2,26
4700,Kengeri,750.0,2,35.5,2,135
4701,others,1430.0,2,78.65,3,230
4702,Thanisandra,1056.0,2,68.0,2,209
4703,others,2108.0,3,85.0,3,230
4704,Banashankari,1650.0,3,101.0,3,26
4705,Electronic City Phase II,1220.0,3,36.6,3,75
4706,Rayasandra,1198.0,2,54.0,2,189
4707,others,1190.0,2,70.0,2,230
4708,others,900.0,2,41.0,2,230
4709,others,2690.0,4,185.0,4,230
4710,Kanakapura,1340.0,2,65.0,2,126
4711,Yelahanka,1260.0,2,59.2,2,226
4712,Talaghattapura,2254.0,3,153.0,3,208
4713,Old Madras Road,2990.0,5,210.0,3,177
4714,JP Nagar,820.0,2,45.0,2,109
4715,Electronic City,1296.0,2,65.0,2,74
4716,Uttarahalli,1190.0,2,53.55,2,216
4717,Whitefield,1173.0,2,77.0,2,224
4718,Sarjapura - Attibele Road,1800.0,3,90.0,3,195
4719,Yelahanka,1102.0,2,52.0,2,226
4720,Sarjapur,913.0,2,36.0,2,193
4721,Hormavu,1176.0,2,35.27,3,100
4722,Prithvi Layout,1620.0,3,65.0,3,181
4723,Billekahalli,2968.0,3,225.0,3,44
4724,Yelahanka,1519.0,2,65.0,2,226
4725,others,1594.0,3,99.0,3,230
4726,others,1250.0,2,68.0,2,230
4727,Haralur Road,1056.0,2,60.0,2,90
4728,Whitefield,1200.0,3,68.4,3,224
4729,others,1290.0,1,77.5,2,230
4730,others,1150.0,2,48.0,2,230
4731,Gollarapalya Hosahalli,861.0,2,36.5,2,81
4732,Kundalahalli,1047.0,2,82.62,2,150
4733,others,1200.0,2,75.0,2,230
4734,others,1065.0,2,45.0,2,230
4735,Ramamurthy Nagar,1000.0,2,62.0,2,188
4736,Lingadheeranahalli,1682.0,3,113.0,3,154
4737,Harlur,1756.0,3,131.0,3,91
4738,Vittasandra,1238.0,2,67.32,2,223
4739,Dasanapura,814.0,2,42.0,2,63
4740,Dodda Nekkundi,1145.0,2,46.5,2,67
4741,Varthur,965.0,2,34.0,2,217
4742,others,750.0,2,36.0,2,230
4743,Banashankari,1300.0,2,55.0,3,26
4744,1st Phase JP Nagar,1590.0,3,131.0,3,1
4745,Begur Road,644.0,1,40.0,1,39
4746,Whitefield,982.0,2,37.0,2,224
4747,Indira Nagar,1260.0,2,100.0,2,108
4748,Rayasandra,1555.0,3,75.17,3,189
4749,Kaggadasapura,1225.0,2,48.0,2,118
4750,Electronics City Phase 1,1085.0,2,46.0,2,76
4751,Thanisandra,1595.0,3,110.0,3,209
4752,Raja Rajeshwari Nagar,1196.0,2,40.44,2,184
4753,Yelahanka,1859.0,3,108.0,3,226
4754,9th Phase JP Nagar,1079.0,2,60.0,2,8
4755,Whitefield,1118.0,2,42.0,2,224
4756,CV Raman Nagar,1198.0,2,60.0,2,53
4757,Thigalarapalya,1830.0,4,135.0,3,210
4758,Banashankari Stage VI,1160.0,2,59.0,2,30
4759,others,2070.0,3,135.0,3,230
4760,Kannamangala,957.0,2,52.5,2,128
4761,Bannerghatta Road,1268.0,2,69.0,2,34
4762,Bannerghatta Road,1450.0,2,87.0,3,34
4763,others,1600.0,2,75.0,3,230
4764,Uttarahalli,1330.0,2,57.0,3,216
4765,Jakkur,1355.0,2,65.0,3,110
4766,others,1100.0,2,38.49,2,230
4767,Chikkalasandra,1075.0,2,46.76,2,59
4768,others,800.0,2,55.0,2,230
4769,others,900.0,1,44.0,2,230
4770,Haralur Road,1140.0,2,42.0,2,90
4771,Padmanabhanagar,1710.0,2,90.63,3,178
4772,Talaghattapura,2106.0,3,148.0,3,208
4773,others,3800.0,2,130.0,3,230
4774,Marathahalli,1602.0,2,104.0,2,161
4775,Sarjapur  Road,1660.0,2,116.0,3,194
4776,Electronic City Phase II,1549.0,3,80.0,3,75
4777,Marathahalli,700.0,1,38.0,1,161
4778,Balagere,1012.0,2,64.0,2,25
4779,Whitefield,1216.0,2,69.0,2,224
4780,Electronic City Phase II,1065.0,2,56.13,2,75
4781,Thanisandra,1411.0,3,93.15,3,209
4782,Pai Layout,1400.0,2,57.5,2,179
4783,Haralur Road,1245.0,2,62.0,2,90
4784,Vidyaranyapura,1000.0,2,35.0,2,219
4785,Panathur,1580.0,3,71.89,3,180
4786,Subramanyapura,1800.0,3,90.0,3,205
4787,Kothannur,1275.0,3,44.0,3,145
4788,Kasavanhalli,1494.0,3,82.0,3,130
4789,Bhoganhalli,1949.0,3,129.0,3,43
4790,BTM Layout,1020.0,2,46.5,2,23
4791,Mysore Road,883.0,2,45.0,2,166
4792,others,2010.0,3,125.0,3,230
4793,Yeshwanthpur,1240.0,2,80.0,2,229
4794,6th Phase JP Nagar,1213.0,2,63.0,2,5
4795,Hegde Nagar,1835.0,3,88.0,3,94
4796,Bannerghatta Road,2932.0,5,195.0,4,34
4797,Whitefield,3425.0,5,250.0,4,224
4798,Gottigere,945.0,2,45.0,2,82
4799,others,1504.0,2,100.0,3,230
4800,Harlur,1755.0,3,130.0,3,91
4801,Vijayanagar,1760.0,3,140.0,3,220
4802,Hoodi,1240.0,2,43.94,2,97
4803,Electronics City Phase 1,1450.0,3,72.54,3,76
4804,5th Phase JP Nagar,1000.0,2,48.0,2,4
4805,Shivaji Nagar,3820.0,1,306.0,1,200
4806,Thyagaraja Nagar,2000.0,4,145.0,5,212
4807,Choodasandra,1215.0,2,59.0,2,60
4808,Yelachenahalli,1330.0,3,73.5,3,225
4809,Raja Rajeshwari Nagar,1178.0,2,75.0,2,184
4810,Bellandur,2000.0,3,85.0,3,40
4811,Dasarahalli,2400.0,2,152.0,3,64
4812,Sarjapur  Road,1700.0,3,108.0,3,194
4813,Jigani,1200.0,3,65.0,3,113
4814,others,1500.0,3,72.0,3,230
4815,Kanakpura Road,1737.0,3,85.0,3,127
4816,others,1280.0,2,48.0,3,230
4817,CV Raman Nagar,1560.0,2,85.0,2,53
4818,Kambipura,883.0,2,44.0,2,123
4819,Kengeri Satellite Town,750.0,2,33.0,2,136
4820,Brookefield,2400.0,3,140.0,4,51
4821,others,900.0,2,45.0,2,230
4822,Hormavu,1030.0,2,49.35,2,100
4823,Hennur Road,1831.0,3,110.0,3,96
4824,others,1095.0,2,38.33,2,230
4825,Sarjapur  Road,1272.5,2,40.72,3,194
4826,7th Phase JP Nagar,1000.0,2,61.0,2,6
4827,Budigere,1820.0,3,85.4,3,52
4828,Bisuvanahalli,1075.0,2,41.0,3,46
4829,TC Palaya,1500.0,3,83.0,3,207
4830,Electronics City Phase 1,360.0,1,16.9,1,76
4831,Kadugodi,925.0,1,40.7,1,117
4832,Electronic City,1140.0,2,70.93,2,74
4833,others,1145.0,2,58.4,2,230
4834,others,1862.0,3,120.0,3,230
4835,Devarachikkanahalli,947.0,2,43.0,2,66
4836,Kalena Agrahara,1120.0,2,40.0,2,121
4837,others,2700.0,3,200.0,3,230
4838,Kaggadasapura,1805.0,2,75.0,3,118
4839,others,1677.0,3,98.0,3,230
4840,others,2500.0,8,95.0,8,230
4841,Uttarahalli,1560.0,3,74.0,3,216
4842,Arekere,2060.0,3,150.0,3,20
4843,Koramangala,1716.0,2,115.0,3,144
4844,Harlur,1864.0,3,140.0,3,91
4845,Electronics City Phase 1,638.0,1,32.0,1,76
4846,Chandapura,937.0,2,30.0,2,55
4847,others,1490.0,2,115.0,3,230
4848,Whitefield,1100.0,2,37.0,2,224
4849,Thigalarapalya,1000.0,2,48.53,2,210
4850,Horamavu Agara,1060.0,2,37.0,2,98
4851,Basaveshwara Nagar,1200.0,2,80.0,2,36
4852,Akshaya Nagar,1420.0,2,75.0,3,11
4853,Sarjapur  Road,1539.0,3,85.0,3,194
4854,others,1550.0,3,59.0,3,230
4855,Kasavanhalli,1555.0,3,82.0,3,130
4856,Seegehalli,1553.0,3,68.0,3,198
4857,others,1740.0,3,120.0,3,230
4858,OMBR Layout,1855.0,3,145.0,3,175
4859,others,1020.0,2,60.0,2,230
4860,Uttarahalli,1250.0,2,50.0,3,216
4861,Sanjay nagar,1450.0,3,75.0,3,191
4862,Thubarahalli,1200.0,2,80.0,2,211
4863,Haralur Road,1140.0,2,58.0,2,90
4864,others,550.0,1,16.0,1,230
4865,Bannerghatta Road,1450.0,3,44.0,3,34
4866,Kanakpura Road,700.0,2,35.07,2,127
4867,Whitefield,1200.0,3,56.0,3,224
4868,Yelahanka,1050.0,2,45.0,2,226
4869,Somasundara Palya,1600.0,3,69.0,3,202
4870,Bannerghatta Road,1625.0,2,75.0,3,34
4871,others,1492.0,2,65.0,2,230
4872,Whitefield,2856.0,5,157.5,4,224
4873,Sarjapur  Road,1489.0,2,82.0,3,194
4874,Kanakapura,1560.0,2,62.38,3,126
4875,others,1431.0,3,65.0,3,230
4876,Lingadheeranahalli,1682.0,3,114.0,3,154
4877,Panathur,1198.0,2,86.26,2,180
4878,Sarjapur  Road,1550.0,2,69.75,3,194
4879,Kodichikkanahalli,1026.0,2,45.0,2,138
4880,Hennur,1260.0,2,52.0,3,95
4881,others,690.0,2,42.0,2,230
4882,Attibele,2400.0,3,120.0,3,21
4883,Thubarahalli,1200.0,2,79.55,2,211
4884,Sarjapur  Road,1186.0,2,40.0,3,194
4885,Thanisandra,1039.0,2,39.5,2,209
4886,Malleshwaram,2520.0,3,150.0,3,160
4887,Brookefield,1225.0,2,66.5,2,51
4888,Bommanahalli,1350.0,2,72.0,2,47
4889,Whitefield,1550.0,2,49.6,3,224
4890,Hoodi,1490.0,3,79.0,3,97
4891,others,1520.0,3,111.0,3,230
4892,others,1391.0,2,64.5,3,230
4893,Rachenahalli,1200.0,2,50.0,2,183
4894,Yelahanka,1322.0,2,80.0,2,226
4895,Whitefield,2173.0,3,128.0,3,224
4896,Sarjapur  Road,1200.0,2,75.0,2,194
4897,Thubarahalli,1200.0,2,47.0,2,211
4898,Mysore Road,1170.0,2,65.0,2,166
4899,NRI Layout,1125.0,2,45.56,2,168
4900,Devanahalli,698.5,1,28.57,1,65
4901,others,1250.0,2,90.0,2,230
4902,Yelahanka,1075.0,2,36.0,3,226
4903,Whitefield,1435.0,3,45.0,3,224
4904,Electronics City Phase 1,1175.0,2,64.98,2,76
4905,others,900.0,2,33.0,2,230
4906,Electronics City Phase 1,585.0,1,21.0,1,76
4907,Jigani,3170.0,5,230.0,4,113
4908,Thanisandra,1220.0,2,42.0,2,209
4909,Bannerghatta Road,960.0,2,58.0,2,34
4910,NGR Layout,907.0,1,38.0,1,167
4911,Old Madras Road,1210.0,2,74.0,2,177
4912,others,1230.0,2,70.0,2,230
4913,5th Phase JP Nagar,1350.0,2,75.0,3,4
4914,Kenchenahalli,1150.0,2,58.0,2,134
4915,Sarjapur,1404.0,2,53.35,3,193
4916,OMBR Layout,1050.0,2,48.0,2,175
4917,Yelahanka,1285.0,2,56.0,2,226
4918,Hormavu,1018.0,2,50.8,2,100
4919,Hoskote,1200.0,3,57.0,3,103
4920,others,1600.0,3,95.0,3,230
4921,9th Phase JP Nagar,1480.0,2,80.0,2,8
4922,Kodichikkanahalli,2500.0,7,125.0,5,138
4923,Kaval Byrasandra,480.0,1,25.0,1,133
4924,Akshaya Nagar,1435.0,3,53.0,3,11
4925,others,600.0,2,23.0,1,230
4926,CV Raman Nagar,1590.0,2,85.0,3,53
4927,Nagavara,936.0,2,40.2,2,171
4928,Banashankari,1181.0,2,75.0,2,26
4929,Kengeri,1741.0,3,80.0,3,135
4930,JP Nagar,1750.0,3,123.0,3,109
4931,Varthur Road,1050.0,2,42.7,2,218
4932,Tumkur Road,1027.0,2,60.0,2,214
4933,Sector 2 HSR Layout,1600.0,3,70.0,3,196
4934,Sahakara Nagar,1000.0,2,60.0,2,190
4935,Varthur,1120.0,2,44.24,2,217
4936,others,1200.0,2,85.0,2,230
4937,others,1200.0,2,35.0,2,230
4938,Kasturi Nagar,1570.0,3,110.0,3,131
4939,Electronic City Phase II,1140.0,2,33.84,2,75
4940,Banashankari,1105.0,2,90.0,2,26
4941,Whitefield,905.0,1,62.0,1,224
4942,Kudlu Gate,1185.0,2,50.0,2,148
4943,Rayasandra,1458.0,3,60.0,3,189
4944,Hormavu,1555.0,3,75.0,3,100
4945,others,1200.0,2,45.0,2,230
4946,Sarjapur  Road,1308.0,2,58.86,2,194
4947,Kudlu,1024.0,2,44.0,2,147
4948,Kanakapura,1450.0,3,75.0,3,126
4949,Seegehalli,1639.0,3,120.0,3,198
4950,Hennur Road,1232.0,2,87.0,2,96
4951,others,2000.0,4,130.0,3,230
4952,Jakkur,1230.0,2,79.0,2,110
4953,KR Puram,1076.0,2,67.0,2,115
4954,Kumaraswami Layout,2400.0,7,125.0,7,149
4955,others,995.0,2,34.82,3,230
4956,Electronic City,1096.0,2,40.55,2,74
4957,Horamavu Agara,1107.83,2,41.51,2,98
4958,8th Phase JP Nagar,1431.5,3,72.02,3,7
4959,Whitefield,1320.0,2,99.26,2,224
4960,Whitefield,2901.0,4,190.0,3,224
4961,GM Palaya,1315.0,2,65.0,3,78
4962,others,1000.0,2,44.0,2,230
4963,Hosakerehalli,1596.0,3,79.8,3,102
4964,Bannerghatta Road,1750.0,3,130.0,3,34
4965,Old Madras Road,1350.0,3,47.25,3,177
4966,others,1175.0,2,79.0,2,230
4967,Talaghattapura,921.0,2,29.47,2,208
4968,Sultan Palaya,1713.0,3,125.0,3,206
4969,others,1200.0,2,43.0,2,230
4970,8th Phase JP Nagar,1900.0,4,90.0,3,7
4971,Kudlu Gate,1664.0,3,68.0,3,148
4972,Binny Pete,1795.0,3,139.0,3,45
4973,Kereguddadahalli,600.0,1,19.5,1,137
4974,Hoodi,1240.0,2,65.0,2,97
4975,Hegde Nagar,1965.0,4,132.0,3,94
4976,Electronics City Phase 1,1200.0,2,59.76,2,76
4977,others,1112.0,2,68.0,2,230
4978,Mahadevpura,1136.0,2,64.5,2,156
4979,Jigani,914.0,2,55.0,2,113
4980,Rachenahalli,1050.0,2,47.25,2,183
4981,Marathahalli,1385.0,2,68.5,3,161
4982,others,990.0,2,35.0,2,230
4983,Yelahanka,845.0,2,43.0,2,226
4984,Whitefield,1485.0,2,96.51,2,224
4985,Kanakapura,1460.0,2,43.79,3,126
4986,Thanisandra,1450.0,2,57.0,2,209
4987,HSR Layout,1360.0,2,53.0,3,89
4988,Singasandra,1375.0,2,58.0,2,201
4989,Uttarahalli,1125.0,2,48.0,2,216
4990,7th Phase JP Nagar,1460.0,2,100.0,3,6
4991,others,1107.0,2,40.0,2,230
4992,others,1158.0,2,75.0,2,230
4993,Yelachenahalli,800.0,1,30.0,2,225
4994,Bhoganhalli,1760.0,3,128.0,3,43
4995,others,3200.0,4,200.0,4,230
4996,TC Palaya,1350.0,3,60.0,3,207
4997,BTM Layout,1600.0,3,112.0,3,23
4998,others,1200.0,2,90.0,2,230
4999,Whitefield,1755.0,3,101.0,3,224
5000,Hulimavu,1200.0,2,50.0,2,105
5001,others,1200.0,2,67.0,2,230
5002,others,1266.67,2,69.0,2,230
5003,others,1300.0,3,64.0,3,230
5004,Mysore Road,1029.5,2,50.855,2,166
5005,Raja Rajeshwari Nagar,1128.0,2,40.0,2,184
5006,others,2000.0,2,160.0,2,230
5007,Panathur,1210.0,2,80.0,2,180
5008,Arekere,2710.0,6,142.0,4,20
5009,Raja Rajeshwari Nagar,1151.0,2,39.0,2,184
5010,Sarjapur  Road,920.0,2,40.0,2,194
5011,Munnekollal,1750.0,3,86.5,3,164
5012,Dasanapura,1163.0,2,65.0,2,63
5013,others,1800.0,3,95.0,3,230
5014,CV Raman Nagar,1100.0,2,58.0,2,53
5015,R.T. Nagar,1200.0,2,60.0,2,182
5016,others,1410.0,3,65.0,3,230
5017,Begur Road,1933.0,3,98.0,3,39
5018,Begur Road,1200.0,2,45.6,2,39
5019,Whitefield,1608.0,2,63.0,3,224
5020,Horamavu Banaswadi,1156.0,2,46.9,2,99
5021,others,1230.0,2,75.0,2,230
5022,Kasavanhalli,770.0,1,43.82,1,130
5023,Ardendale,1777.26,3,105.0,3,19
5024,Kanakpura Road,1339.0,2,85.0,2,127
5025,Sarjapur  Road,3044.0,3,183.0,3,194
5026,others,1080.0,2,44.8,2,230
5027,others,3150.0,5,145.0,8,230
5028,others,2400.0,2,135.0,2,230
5029,Hulimavu,1450.0,3,72.0,3,105
5030,Kothanur,1075.0,2,53.0,2,146
5031,Sarjapur  Road,1163.0,2,62.0,3,194
5032,Hebbal,1299.0,2,100.0,2,92
5033,HRBR Layout,1170.0,2,75.0,2,88
5034,JP Nagar,2195.0,0,152.0,3,109
5035,Yelahanka,2600.0,4,175.0,4,226
5036,KR Puram,1140.0,2,43.32,2,115
5037,Kanakpura Road,1900.0,3,125.0,3,127
5038,Electronic City,1110.0,2,39.95,2,74
5039,HBR Layout,1089.0,2,60.0,2,87
5040,others,880.0,2,48.0,2,230
5041,Kereguddadahalli,1080.0,2,32.0,2,137
5042,Thanisandra,1093.0,2,68.1,2,209
5043,Banashankari Stage III,1480.0,3,75.48,3,28
5044,Hegde Nagar,1703.0,3,125.0,3,94
5045,Hebbal,1200.0,2,60.0,2,92
5046,Marathahalli,1690.0,3,116.0,3,161
5047,Yelahanka,1305.0,2,78.0,2,226
5048,Talaghattapura,1257.0,2,40.22,3,208
5049,others,1150.0,2,45.0,2,230
5050,others,1194.0,2,55.0,2,230
5051,others,2000.0,3,90.0,3,230
5052,Anekal,1500.0,4,99.0,3,17
5053,others,1025.0,2,42.5,2,230
5054,Horamavu Agara,980.0,2,38.19,2,98
5055,Whitefield,2225.0,3,149.0,3,224
5056,others,1022.0,2,57.0,2,230
5057,others,1153.0,2,45.0,2,230
5058,Pai Layout,1175.0,2,60.0,2,179
5059,Vidyaranyapura,1560.0,3,68.0,3,219
5060,Billekahalli,1350.0,3,55.0,2,44
5061,others,1200.0,2,76.0,2,230
5062,others,1200.0,1,54.0,2,230
5063,Chandapura,800.0,2,25.0,2,55
5064,Electronic City,2093.0,4,104.0,4,74
5065,Bannerghatta Road,1275.0,2,73.0,2,34
5066,Begur Road,1215.0,2,43.13,2,39
5067,Begur Road,1444.0,2,71.5,3,39
5068,others,950.0,2,38.0,2,230
5069,Banashankari Stage II,1240.0,2,59.52,3,27
5070,Hennur,1231.0,2,50.0,2,95
5071,Yeshwanthpur,1713.0,3,110.0,3,229
5072,Sarjapur  Road,3004.0,4,158.0,3,194
5073,Sonnenahalli,1310.0,2,46.0,3,204
5074,Jalahalli,790.0,2,49.5,2,111
5075,others,1605.0,3,100.0,3,230
5076,Whitefield,1250.0,2,82.0,2,224
5077,Subramanyapura,1260.0,2,76.0,3,205
5078,Yelahanka,1180.0,2,56.0,2,226
5079,Uttarahalli,1255.0,2,50.19,3,216
5080,Electronic City,1025.0,2,53.9,2,74
5081,Sarjapur  Road,1877.0,4,150.0,3,194
5082,Hennur,2500.0,5,125.0,5,95
5083,others,1542.0,3,98.0,3,230
5084,others,1012.0,2,42.0,2,230
5085,Chandapura,1200.0,2,65.0,2,55
5086,Sarjapur  Road,1115.0,2,43.0,2,194
5087,Green Glen Layout,1680.0,4,95.0,3,83
5088,Old Madras Road,1171.0,2,72.0,2,177
5089,Tumkur Road,1027.0,2,68.62,2,214
5090,Shampura,1700.0,3,75.0,3,199
5091,Kanakapura,1090.0,2,38.15,2,126
5092,Hennur Road,1232.0,2,74.0,2,96
5093,Anekal,766.0,2,28.0,2,17
5094,Kanakpura Road,525.0,1,27.0,1,127
5095,Hosa Road,1576.0,3,109.0,3,101
5096,Choodasandra,1254.0,2,65.0,3,60
5097,others,3600.0,5,110.0,5,230
5098,Kanakpura Road,1593.0,3,118.0,3,127
5099,others,1333.0,2,77.27,2,230
5100,Raja Rajeshwari Nagar,1375.0,2,54.99,3,184
5101,Ardendale,1650.0,3,82.0,3,19
5102,Thanisandra,1430.0,2,51.48,3,209
5103,Electronic City,940.0,2,54.0,2,74
5104,Electronic City,435.0,1,21.0,1,74
5105,Begur Road,1160.0,2,36.54,2,39
5106,Electronic City,1500.0,2,77.5,3,74
5107,Koramangala,1890.0,2,100.0,3,144
5108,others,1050.0,2,70.0,2,230
5109,Haralur Road,1027.0,2,43.0,2,90
5110,Whitefield,1495.0,0,61.28,3,224
5111,Seegehalli,3000.0,4,235.0,3,198
5112,Tumkur Road,1459.0,2,95.0,3,214
5113,Yelahanka,1711.0,3,85.61,3,226
5114,Hoodi,1250.0,2,98.0,2,97
5115,Anandapura,875.0,2,57.0,2,15
5116,Ramamurthy Nagar,1334.0,2,67.0,2,188
5117,Thigalarapalya,2072.0,4,160.0,3,210
5118,Kengeri Satellite Town,920.0,2,39.0,2,136
5119,Chandapura,778.0,2,25.29,2,55
5120,Nagasandra,1310.0,3,95.0,4,170
5121,Electronic City,1631.0,3,80.0,3,74
5122,Kanakpura Road,525.0,1,27.5,1,127
5123,Jalahalli,1395.0,3,82.0,3,111
5124,others,2000.0,3,105.0,3,230
5125,Hennur Road,1232.0,2,66.0,2,96
5126,others,1075.0,2,55.0,2,230
5127,Gubbalala,1205.0,2,70.0,2,84
5128,Rayasandra,1179.0,2,55.0,3,189
5129,Kodigehaali,1013.0,2,51.0,2,139
5130,Uttarahalli,1160.0,2,40.6,2,216
5131,7th Phase JP Nagar,1200.0,2,62.5,2,6
5132,others,1200.0,3,99.0,3,230
5133,Marathahalli,1065.0,2,55.0,2,161
5134,Lakshminarayana Pura,1395.0,2,75.0,2,153
5135,others,1007.0,2,43.0,2,230
5136,Kengeri,1436.0,2,55.0,3,135
5137,others,4250.0,6,150.0,6,230
5138,Kengeri,1200.0,2,58.0,2,135
5139,Mysore Road,940.0,2,43.61,2,166
5140,KR Puram,4300.0,6,175.0,6,115
5141,Dodda Nekkundi,1829.0,3,125.0,3,67
5142,others,1000.0,2,60.0,2,230
5143,others,5720.0,3,350.0,3,230
5144,Hebbal,1390.0,2,95.0,2,92
5145,Lakshminarayana Pura,1500.0,3,104.0,3,153
5146,Vijayanagar,2047.0,3,136.0,3,220
5147,Jakkur,1202.0,2,79.0,2,110
5148,others,1012.0,2,59.0,2,230
5149,Gunjur,2132.0,3,80.0,3,85
5150,Whitefield,605.0,1,40.0,1,224
5151,Harlur,1331.0,2,88.0,2,91
5152,Margondanahalli,1200.0,2,69.0,2,162
5153,others,1280.0,2,49.0,3,230
5154,Balagere,1007.0,2,62.0,2,25
5155,Thanisandra,1370.0,2,61.0,3,209
5156,others,925.0,2,35.0,2,230
5157,TC Palaya,1500.0,2,75.0,2,207
5158,Hennur Road,1341.0,2,95.0,2,96
5159,others,1350.0,2,47.25,3,230
5160,Tumkur Road,992.0,2,60.0,2,214
5161,Uttarahalli,1163.0,2,68.0,2,216
5162,Sarjapur  Road,1229.0,2,70.0,2,194
5163,Electronic City Phase II,1219.0,2,61.26,2,75
5164,Raja Rajeshwari Nagar,1525.0,2,99.13,3,184
5165,Kasavanhalli,1147.0,2,60.0,2,130
5166,Akshaya Nagar,1412.0,2,88.0,3,11
5167,Sarjapur  Road,1044.0,2,34.77,2,194
5168,Nagarbhavi,1190.0,2,63.0,2,169
5169,others,1240.0,2,65.0,3,230
5170,Jigani,1352.0,3,65.0,3,113
5171,others,1100.0,2,55.0,2,230
5172,Uttarahalli,1330.0,2,39.9,3,216
5173,others,1700.0,3,111.0,3,230
5174,Electronic City,1355.0,2,67.0,2,74
5175,Ramamurthy Nagar,1200.0,2,46.0,2,188
5176,Kengeri,400.0,2,25.0,1,135
5177,Sarjapur  Road,1342.0,2,70.0,2,194
5178,Begur Road,1615.0,3,50.87,3,39
5179,others,1340.0,2,65.0,2,230
5180,Devanahalli,1080.0,2,52.0,2,65
5181,Hennur Road,2700.0,3,150.0,3,96
5182,others,1780.0,3,110.0,3,230
5183,Amruthahalli,1605.0,3,65.0,3,14
5184,Kammanahalli,1200.0,2,80.0,2,124
5185,Margondanahalli,900.0,2,49.0,2,162
5186,Sarjapur,1830.0,3,88.0,3,193
5187,others,1800.0,4,68.0,5,230
5188,Uttarahalli,1065.0,2,42.59,2,216
5189,others,946.0,2,45.0,2,230
5190,Laggere,1500.0,1,60.0,1,152
5191,Sarjapur  Road,1711.0,3,110.0,3,194
5192,Kudlu Gate,1656.0,3,80.0,3,148
5193,Uttarahalli,1075.0,2,46.76,2,216
5194,Harlur,1752.12,3,133.0,3,91
5195,Hebbal,6000.0,8,220.0,8,92
5196,others,1540.0,3,85.0,3,230
5197,LB Shastri Nagar,665.0,1,32.0,1,151
5198,Sector 2 HSR Layout,1665.0,3,110.0,3,196
5199,Electronics City Phase 1,1145.0,2,54.0,2,76
5200,Whitefield,1185.0,2,41.0,2,224
5201,Marathahalli,1693.0,3,125.0,3,161
5202,Uttarahalli,1155.0,2,40.6,2,216
5203,others,1610.0,2,64.4,3,230
5204,Whitefield,1200.0,3,56.58,3,224
5205,EPIP Zone,1709.0,3,80.0,3,73
5206,Gottigere,1400.0,2,50.0,3,82
5207,KR Puram,1200.0,2,42.0,2,115
5208,others,1439.0,3,57.23,3,230
5209,Kasavanhalli,1375.0,2,72.0,2,130
